日期,产品,渠道号,渠道名称,渠道商店,新增,1日留存,7日留存
2021-01-05,每天清理极速版,all,None,None,7705,33.02%,8.46%
2021-01-05,每天清理极速版,13000000,华为,厂商商店,481,26.20%,13.72%
2021-01-05,每天清理极速版,13000001,小米商店,厂商商店,262,43.89%,6.11%
2021-01-05,每天清理极速版,13000005,魅族商店,厂商商店,229,33.19%,8.30%
2021-01-05,每天清理,0,None,None,2,0.00%,50.00%
2021-01-05,每天清理,60000000,腾讯应用宝,厂商商店,1,100.00%,100.00%
2021-01-05,每天清理,60000077,广点通-鲲鹏,信息流,1,None,None
2021-01-05,每天清理,60000027,内推测试,内推,20,35.00%,25.00%
2021-01-05,每天清理,60000002,oppo,厂商商店,31,61.29%,25.81%
2021-01-05,每天清理,60000079,魅族商店,厂商商店,5,20.00%,0.00%
2021-01-05,每天清理,60000028,内推测试,内推,54,44.44%,12.96%
2021-01-05,每天清理,60000011,今日头条-优联达,信息流,2,None,None
2021-01-05,每天清理,60000034,今日头条-鲲鹏,信息流,1,None,None
2021-01-05,每天清理,60000013,今日头条-优联达,信息流,1,None,None
2021-01-05,每天清理,60000036,今日头条-鲲鹏,信息流,1,None,None
2021-01-05,每天清理,60000016,头条-傲屹,信息流,1,None,None
2021-01-05,每天清理,all,None,None,122,42.62%,18.03%
2021-01-05,每天清理,60000041,广点通-优联达,信息流,1,None,None
2021-01-05,每天清理,60000021,头条-傲屹,信息流,1,None,None
2021-01-05,极速降温大师,80039,今日头条-辉煌明天,信息流,1,None,None
2021-01-05,极速降温大师,60000026,None,None,1,100.00%,0.00%
2021-01-05,极速降温大师,80044,今日头条-鲲鹏,信息流,1,0.00%,0.00%
2021-01-05,极速降温大师,80000,oppo,厂商商店,2,100.00%,50.00%
2021-01-05,极速降温大师,80045,今日头条-鲲鹏,信息流,3,None,None
2021-01-05,极速降温大师,80002,华为,厂商商店,45,37.78%,17.78%
2021-01-05,极速降温大师,80006,头条-傲屹,信息流,1,None,None
2021-01-05,极速降温大师,80009,头条-傲屹,信息流,1,None,None
2021-01-05,极速降温大师,all,None,None,55,36.36%,16.36%
2021-01-05,暖阳天气,all,None,None,19,52.63%,15.79%
2021-01-05,暖阳天气,14000001,小米商店,厂商商店,2,50.00%,0.00%
2021-01-05,暖阳天气,14000002,oppo,厂商商店,14,50.00%,14.29%
2021-01-05,暖阳天气,14000010,今日头条-鲲鹏,信息流,1,100.00%,0.00%
2021-01-05,暖阳天气,200561,None,None,2,50.00%,50.00%
2021-01-05,手机加速精灵,12000002,oppo,厂商商店,28,46.43%,0.00%
2021-01-05,手机加速精灵,12000005,魅族商店,厂商商店,386,40.16%,8.29%
2021-01-05,手机加速精灵,12000007,魅族-星火,信息流,2166,34.07%,7.71%
2021-01-05,手机加速精灵,all,None,None,2597,35.12%,7.93%
2021-01-05,急速安全大师,90033,今日头条-鲲鹏,信息流,1235,31.98%,6.32%
2021-01-05,急速安全大师,all,None,None,2962,33.66%,7.26%
2021-01-05,急速安全大师,90016,魅族商店,厂商商店,208,39.90%,8.65%
2021-01-05,急速安全大师,90027,魅族-星火,信息流,1507,34.11%,7.63%
2021-01-05,急速安全大师,90032,今日头条-鲲鹏,信息流,9,0.00%,0.00%
2021-01-05,垃圾清理大师,300436,广点通—贝壳,信息流,1,None,None
2021-01-05,垃圾清理大师,300184,今日头条-辉煌明天,信息流,2,None,None
2021-01-05,垃圾清理大师,300000,华为-垃圾清理,厂商商店免费,101,45.54%,23.76%
2021-01-05,垃圾清理大师,300466,魅族-星火,信息流,4,50.00%,0.00%
2021-01-05,垃圾清理大师,300218,广点通—贝壳,信息流,3,None,None
2021-01-05,垃圾清理大师,300001,小米-垃圾清理,厂商商店免费,12,33.33%,8.33%
2021-01-05,垃圾清理大师,300468,魅族-星火,信息流,2,None,None
2021-01-05,垃圾清理大师,300230,今日头条-芦鸣,信息流,1,None,None
2021-01-05,垃圾清理大师,300002,oppo-垃圾清理,厂商商店免费,32,46.88%,25.00%
2021-01-05,垃圾清理大师,300480,内推测试,内推,53,39.62%,20.75%
2021-01-05,垃圾清理大师,300365,广点通—贝壳,信息流,1,0.00%,100.00%
2021-01-05,垃圾清理大师,300004,魅族-垃圾清理,厂商商店免费,8,12.50%,0.00%
2021-01-05,垃圾清理大师,all,,None,302,40.73%,18.21%
2021-01-05,垃圾清理大师,300373,橙芯科技,运营商,11,18.18%,9.09%
2021-01-05,垃圾清理大师,300077,应用宝-垃圾清理,三方市场,71,45.07%,12.68%
2021-01-05,加速大师,40002,魅族商店,厂商商店,2,50.00%,0.00%
2021-01-05,加速大师,40019,今日头条-天拓,信息流,3,None,None
2021-01-05,加速大师,all,None,None,7,28.57%,0.00%
2021-01-05,加速大师,40000,小米商店,厂商商店,2,50.00%,0.00%
2021-01-05,全能清理助手,20005,魅族商店,厂商商店,741,47.77%,17.95%
2021-01-05,全能清理助手,20007,魅族-星火,信息流,2392,32.36%,9.07%
2021-01-05,全能清理助手,20009,今日头条-哇棒,信息流,148,42.57%,12.16%
2021-01-05,全能清理助手,20020,今日头条-鲲鹏,信息流,1259,38.13%,4.61%
2021-01-05,全能清理助手,all,None,None,5664,38.08%,9.25%
2021-01-05,全能清理助手,20038,今日头条-总包,信息流,949,42.04%,7.90%
2021-01-05,全能清理助手,20002,oppo,厂商商店,167,49.70%,12.57%
2021-01-06,降温精灵,700047,今日头条-云锐,信息流,1,None,None
2021-01-06,降温精灵,700568,橙芯科技,联盟,1,100.00%,0.00%
2021-01-06,降温精灵,700006,百度-降温精灵,三方市场,2,None,None
2021-01-06,降温精灵,700493,今日头条-舜风,信息流,2,100.00%,50.00%
2021-01-06,降温精灵,700000,应用宝-降温精灵,三方市场,45,42.22%,26.67%
2021-01-06,降温精灵,700273,今日头条-优联达,信息流,5,20.00%,0.00%
2021-01-06,降温精灵,700205,广点通-辉煌明天,信息流,1,100.00%,100.00%
2021-01-06,降温精灵,700591,今日头条-舜风,信息流,2,50.00%,50.00%
2021-01-06,降温精灵,700008,魅族-降温精灵,厂商商店免费,202,43.07%,17.33%
2021-01-06,降温精灵,700494,今日头条-舜风,信息流,1,None,None
2021-01-06,降温精灵,700002,小米-降温精灵,厂商商店免费,85,58.82%,22.35%
2021-01-06,降温精灵,700347,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-06,降温精灵,700225,广点通—贝壳,信息流,1,None,None
2021-01-06,降温精灵,700619,小米-微创,信息流,3,66.67%,0.00%
2021-01-06,降温精灵,700033,今日头条-辉煌明天,信息流,1,None,None
2021-01-06,降温精灵,700499,今日头条-舜风,信息流,4,25.00%,25.00%
2021-01-06,降温精灵,700003,华为-降温精灵,厂商商店免费,92,55.43%,22.83%
2021-01-06,降温精灵,700489,优优互联,信息流,3,66.67%,33.33%
2021-01-06,降温精灵,700241,今日头条-优联达,信息流,1,100.00%,0.00%
2021-01-06,降温精灵,700623,橙芯科技,联盟,1,100.00%,100.00%
2021-01-06,降温精灵,700042,今日头条-辉煌明天,信息流,1,100.00%,100.00%
2021-01-06,降温精灵,700534,魅族-星火,信息流,13,15.38%,7.69%
2021-01-06,降温精灵,700004,oppo-降温精灵,厂商商店免费,246,56.91%,28.86%
2021-01-06,降温精灵,700490,优优互联,信息流,2,0.00%,50.00%
2021-01-06,降温精灵,all,None,None,781,49.94%,22.92%
2021-01-06,降温精灵,700244,今日头条-优联达,信息流,2,100.00%,50.00%
2021-01-06,降温精灵,700633,小米-微创,信息流,1,None,None
2021-01-06,降温精灵,700043,今日头条-云锐,信息流,1,None,None
2021-01-06,降温精灵,700567,橙芯科技,联盟,3,None,None
2021-01-06,降温精灵,700005,vivo-降温精灵,厂商商店免费,52,38.46%,17.31%
2021-01-06,降温精灵,700491,优优互联,信息流,1,None,None
2021-01-06,降温精灵,100000,None,None,2,100.00%,0.00%
2021-01-06,降温精灵,700245,今日头条-优联达,信息流,2,100.00%,100.00%
2021-01-06,降温精灵,700635,优优互联,信息流,1,None,None
2021-01-06,降温神器,50000013,今日头条-鲲鹏,信息流,1,None,None
2021-01-06,降温神器,50000091,今日头条-鲲鹏,信息流,1,100.00%,100.00%
2021-01-06,降温神器,50000002,小米商店,厂商商店,44,47.73%,15.91%
2021-01-06,降温神器,50000067,cm内推马甲包,内推,56,51.79%,14.29%
2021-01-06,降温神器,50000015,广点通-优联达,信息流,18,22.22%,5.56%
2021-01-06,降温神器,50000096,魅族-优优互联,信息流,1,None,None
2021-01-06,降温神器,50000003,oppo,厂商商店,221,63.35%,30.77%
2021-01-06,降温神器,50000068,cm内推马甲包,内推,1,100.00%,100.00%
2021-01-06,降温神器,50000018,今日头条-天拓,信息流,4,50.00%,25.00%
2021-01-06,降温神器,50000112,魅族-星火,信息流,2,100.00%,50.00%
2021-01-06,降温神器,50000005,魅族商店,厂商商店,47,42.55%,19.15%
2021-01-06,降温神器,50000074,内推测试,内推,8,62.50%,12.50%
2021-01-06,降温神器,all,None,None,456,52.85%,23.03%
2021-01-06,降温神器,50000022,广点通-优联达,信息流,2,50.00%,0.00%
2021-01-06,降温神器,50000007,头条-傲屹,信息流,9,11.11%,11.11%
2021-01-06,降温神器,50000075,内推测试,内推,23,26.09%,8.70%
2021-01-06,降温神器,0,None,None,1,100.00%,0.00%
2021-01-06,降温神器,50000033,广点通—天拓,信息流,1,0.00%,100.00%
2021-01-06,降温神器,50000008,头条-傲屹,信息流,1,None,None
2021-01-06,降温神器,50000089,今日头条-鲲鹏,信息流,2,None,None
2021-01-06,降温神器,50000000,腾讯应用宝,厂商商店,12,50.00%,25.00%
2021-01-06,降温神器,50000038,魅族-优优互联,信息流,1,100.00%,0.00%
2021-01-06,超强降温神器,11000011,今日头条-维度,信息流,99,35.35%,8.08%
2021-01-06,超强降温神器,11000013,魅族-星火,信息流,1584,25.63%,5.37%
2021-01-06,超强降温神器,all,None,None,15888,48.96%,17.51%
2021-01-06,超强降温神器,11000015,今日头条-鲲鹏,信息流,371,42.86%,13.75%
2021-01-06,超强降温神器,11000002,oppo,厂商商店,11862,55.49%,21.06%
2021-01-06,超强降温神器,11000016,今日头条-鲲鹏,信息流,342,36.55%,11.40%
2021-01-06,超强降温神器,11000005,魅族商店,厂商商店,663,39.97%,8.14%
2021-01-06,超强降温神器,11000033,今日头条-鲲鹏,信息流,35,57.14%,22.86%
2021-01-06,超强降温神器,11000008,今日头条-哇棒,信息流,609,25.29%,5.25%
2021-01-06,超强降温神器,11000039,今日头条-总包,信息流,308,8.12%,0.00%
2021-01-06,超强降温大师,10000009,oppo,厂商商店,52,69.23%,28.85%
2021-01-06,超强降温大师,10000012,魅族商店,厂商商店,48,56.25%,0.00%
2021-01-06,超强降温大师,all,None,None,110,62.73%,20.00%
2021-01-06,每天清理极速版,13000015,今日头条-鲲鹏,信息流,5616,34.01%,8.78%
2021-01-06,每天清理极速版,13000019,魅族-星火,信息流,1799,31.35%,8.78%
2021-01-06,每天清理极速版,all,None,None,8502,32.99%,8.89%
2021-01-06,每天清理极速版,13000000,华为,厂商商店,609,24.30%,11.17%
2021-01-06,每天清理极速版,13000001,小米商店,厂商商店,257,45.53%,8.56%
2021-01-06,每天清理极速版,13000005,魅族商店,厂商商店,217,30.41%,6.91%
2021-01-06,每天清理,60000002,oppo,厂商商店,33,63.64%,21.21%
2021-01-06,每天清理,60000037,今日头条-鲲鹏,信息流,2,50.00%,0.00%
2021-01-06,每天清理,60000011,今日头条-优联达,信息流,1,None,None
2021-01-06,每天清理,60000079,魅族商店,厂商商店,6,33.33%,0.00%
2021-01-06,每天清理,60000021,头条-傲屹,信息流,1,0.00%,0.00%
2021-01-06,每天清理,all,None,None,118,43.22%,14.41%
2021-01-06,每天清理,60000027,内推测试,内推,32,34.38%,15.63%
2021-01-06,每天清理,0,None,None,1,100.00%,0.00%
2021-01-06,每天清理,60000028,内推测试,内推,40,35.00%,12.50%
2021-01-06,每天清理,50000003,None,None,1,100.00%,0.00%
2021-01-06,每天清理,60000035,今日头条-鲲鹏,信息流,1,None,None
2021-01-06,极速降温大师,80002,华为,厂商商店,33,42.42%,12.12%
2021-01-06,极速降温大师,80007,头条-傲屹,信息流,2,0.00%,0.00%
2021-01-06,极速降温大师,80009,头条-傲屹,信息流,1,None,None
2021-01-06,极速降温大师,80044,今日头条-鲲鹏,信息流,2,50.00%,0.00%
2021-01-06,极速降温大师,all,None,None,42,38.10%,11.90%
2021-01-06,极速降温大师,80045,今日头条-鲲鹏,信息流,2,None,None
2021-01-06,极速降温大师,80000,oppo,厂商商店,2,50.00%,50.00%
2021-01-06,暖阳天气,all,None,None,18,27.78%,11.11%
2021-01-06,暖阳天气,14000001,小米商店,厂商商店,3,0.00%,0.00%
2021-01-06,暖阳天气,14000002,oppo,厂商商店,11,36.36%,9.09%
2021-01-06,暖阳天气,14000003,vivo商店,厂商商店,1,None,None
2021-01-06,暖阳天气,14000004,魅族商店,厂商商店,3,33.33%,33.33%
2021-01-06,手机加速精灵,12000007,魅族-星火,信息流,3469,28.91%,6.57%
2021-01-06,手机加速精灵,all,None,None,3931,29.99%,6.87%
2021-01-06,手机加速精灵,12000002,oppo,厂商商店,32,53.13%,21.88%
2021-01-06,手机加速精灵,12000005,魅族商店,厂商商店,422,37.44%,8.06%
2021-01-06,急速安全大师,all,None,None,3326,28.71%,6.89%
2021-01-06,急速安全大师,90016,魅族商店,厂商商店,211,35.55%,10.90%
2021-01-06,急速安全大师,90027,魅族-星火,信息流,1872,30.18%,7.64%
2021-01-06,急速安全大师,90033,今日头条-鲲鹏,信息流,1239,25.34%,4.84%
2021-01-06,垃圾清理大师,300436,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-06,垃圾清理大师,300218,广点通—贝壳,信息流,1,None,None
2021-01-06,垃圾清理大师,300001,小米-垃圾清理,厂商商店免费,9,33.33%,11.11%
2021-01-06,垃圾清理大师,300466,魅族-星火,信息流,5,60.00%,20.00%
2021-01-06,垃圾清理大师,300327,今日头条-优联达,信息流,1,None,None
2021-01-06,垃圾清理大师,300002,oppo-垃圾清理,厂商商店免费,26,53.85%,34.62%
2021-01-06,垃圾清理大师,300468,魅族-星火,信息流,1,None,None
2021-01-06,垃圾清理大师,300363,广点通—贝壳,信息流,1,0.00%,100.00%
2021-01-06,垃圾清理大师,300004,魅族-垃圾清理,厂商商店免费,7,28.57%,0.00%
2021-01-06,垃圾清理大师,300479,内推测试,内推,2,100.00%,0.00%
2021-01-06,垃圾清理大师,300365,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-06,垃圾清理大师,300077,应用宝-垃圾清理,三方市场,62,40.32%,16.13%
2021-01-06,垃圾清理大师,300480,内推测试,内推,69,39.13%,14.49%
2021-01-06,垃圾清理大师,300373,橙芯科技,运营商,11,45.45%,18.18%
2021-01-06,垃圾清理大师,300217,广点通—贝壳,信息流,3,0.00%,0.00%
2021-01-06,垃圾清理大师,300000,华为-垃圾清理,厂商商店免费,81,48.15%,19.75%
2021-01-06,垃圾清理大师,all,,None,281,43.42%,17.79%
2021-01-06,加速大师,40004,腾讯应用宝,三方市场,3,None,None
2021-01-06,加速大师,all,None,None,5,None,None
2021-01-06,加速大师,40000,小米商店,厂商商店,1,None,None
2021-01-06,加速大师,40002,魅族商店,厂商商店,1,None,None
2021-01-06,全能清理助手,all,None,None,6511,36.51%,9.71%
2021-01-06,全能清理助手,20038,今日头条-总包,信息流,1081,41.35%,11.19%
2021-01-06,全能清理助手,20002,oppo,厂商商店,115,47.83%,26.09%
2021-01-06,全能清理助手,20005,魅族商店,厂商商店,762,48.03%,17.32%
2021-01-06,全能清理助手,20007,魅族-星火,信息流,2617,31.87%,7.57%
2021-01-06,全能清理助手,20009,今日头条-哇棒,信息流,135,37.04%,6.67%
2021-01-06,全能清理助手,20020,今日头条-鲲鹏,信息流,1799,34.69%,7.84%
2021-01-07,降温精灵,700043,今日头条-云锐,信息流,1,None,None
2021-01-07,降温精灵,700489,优优互联,信息流,3,None,None
2021-01-07,降温精灵,700099,广点通-西藏亦复,信息流,1,None,None
2021-01-07,降温精灵,700003,华为-降温精灵,厂商商店免费,73,60.27%,30.14%
2021-01-07,降温精灵,700273,今日头条-优联达,信息流,5,40.00%,20.00%
2021-01-07,降温精灵,700619,小米-微创,信息流,7,42.86%,14.29%
2021-01-07,降温精灵,700534,魅族-星火,信息流,8,12.50%,0.00%
2021-01-07,降温精灵,all,None,None,782,51.02%,22.12%
2021-01-07,降温精灵,700226,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-07,降温精灵,700491,优优互联,信息流,6,50.00%,33.33%
2021-01-07,降温精灵,700140,橙芯科技,运营商,1,None,None
2021-01-07,降温精灵,700004,oppo-降温精灵,厂商商店免费,268,59.70%,31.34%
2021-01-07,降温精灵,700342,广点通—贝壳,信息流,1,None,None
2021-01-07,降温精灵,700626,快手-天拓,信息流,1,None,None
2021-01-07,降温精灵,700567,橙芯科技,联盟,2,50.00%,0.00%
2021-01-07,降温精灵,2010008440,None,None,1,None,None
2021-01-07,降温精灵,700238,今日头条-辉煌明天,信息流,1,100.00%,100.00%
2021-01-07,降温精灵,700493,今日头条-舜风,信息流,2,None,None
2021-01-07,降温精灵,700202,广点通-辉煌明天,信息流,1,None,None
2021-01-07,降温精灵,700005,vivo-降温精灵,厂商商店免费,61,47.54%,16.39%
2021-01-07,降温精灵,700347,广点通—贝壳,信息流,1,None,None
2021-01-07,降温精灵,700242,今日头条-优联达,信息流,1,None,None
2021-01-07,降温精灵,700568,橙芯科技,联盟,1,100.00%,100.00%
2021-01-07,降温精灵,2010008443,None,None,1,None,None
2021-01-07,降温精灵,700494,今日头条-舜风,信息流,1,None,None
2021-01-07,降温精灵,700203,广点通-辉煌明天,信息流,1,100.00%,100.00%
2021-01-07,降温精灵,700008,魅族-降温精灵,厂商商店免费,210,43.81%,9.05%
2021-01-07,降温精灵,700446,广点通-微盟,信息流,1,None,None
2021-01-07,降温精灵,700244,今日头条-优联达,信息流,2,50.00%,50.00%
2021-01-07,降温精灵,700591,今日头条-舜风,信息流,1,None,None
2021-01-07,降温精灵,700000,应用宝-降温精灵,三方市场,44,47.73%,25.00%
2021-01-07,降温精灵,700499,今日头条-舜风,信息流,3,None,None
2021-01-07,降温精灵,700206,广点通-辉煌明天,信息流,1,None,None
2021-01-07,降温精灵,700040,今日头条-辉煌明天,信息流,1,None,None
2021-01-07,降温精灵,700482,广点通—贝壳,信息流,2,None,None
2021-01-07,降温精灵,700002,小米-降温精灵,厂商商店免费,62,54.84%,27.42%
2021-01-07,降温精灵,700245,今日头条-优联达,信息流,2,100.00%,50.00%
2021-01-07,降温精灵,700601,今日头条-优联达,信息流,1,100.00%,0.00%
2021-01-07,降温精灵,700504,广点通-微盟,信息流,1,None,None
2021-01-07,降温精灵,700207,广点通-辉煌明天,信息流,1,100.00%,100.00%
2021-01-07,降温神器,50000002,小米商店,厂商商店,41,48.78%,12.20%
2021-01-07,降温神器,50000075,内推测试,内推,29,41.38%,24.14%
2021-01-07,降温神器,50000024,今日头条-辉煌明天,信息流,1,100.00%,0.00%
2021-01-07,降温神器,50000013,今日头条-鲲鹏,信息流,1,None,None
2021-01-07,降温神器,50000003,oppo,厂商商店,219,66.21%,35.16%
2021-01-07,降温神器,50000089,今日头条-鲲鹏,信息流,4,25.00%,0.00%
2021-01-07,降温神器,50000038,魅族-优优互联,信息流,1,None,None
2021-01-07,降温神器,50000014,今日头条-鲲鹏,信息流,1,None,None
2021-01-07,降温神器,50000005,魅族商店,厂商商店,48,47.92%,12.50%
2021-01-07,降温神器,50000095,魅族-优优互联,信息流,1,None,None
2021-01-07,降温神器,50000067,cm内推马甲包,内推,72,50.00%,15.28%
2021-01-07,降温神器,50000015,广点通-优联达,信息流,10,10.00%,10.00%
2021-01-07,降温神器,50000007,头条-傲屹,信息流,16,43.75%,6.25%
2021-01-07,降温神器,all,None,None,468,54.06%,23.93%
2021-01-07,降温神器,50000068,cm内推马甲包,内推,1,100.00%,0.00%
2021-01-07,降温神器,50000018,今日头条-天拓,信息流,2,None,None
2021-01-07,降温神器,50000008,头条-傲屹,信息流,3,33.33%,33.33%
2021-01-07,降温神器,50000000,腾讯应用宝,厂商商店,11,36.36%,27.27%
2021-01-07,降温神器,50000074,内推测试,内推,5,None,None
2021-01-07,降温神器,50000022,广点通-优联达,信息流,1,100.00%,0.00%
2021-01-07,降温神器,50000009,头条-傲屹,信息流,1,None,None
2021-01-07,超强降温神器,11000039,今日头条-总包,信息流,215,6.98%,0.00%
2021-01-07,超强降温神器,11000013,魅族-星火,信息流,2029,25.18%,3.70%
2021-01-07,超强降温神器,all,None,None,14825,47.22%,15.68%
2021-01-07,超强降温神器,11000014,今日头条-鲲鹏,信息流,8,None,None
2021-01-07,超强降温神器,11000002,oppo,厂商商店,10582,54.15%,19.19%
2021-01-07,超强降温神器,11000015,今日头条-鲲鹏,信息流,319,42.32%,11.60%
2021-01-07,超强降温神器,11000005,魅族商店,厂商商店,826,37.05%,10.17%
2021-01-07,超强降温神器,11000016,今日头条-鲲鹏,信息流,237,54.01%,14.77%
2021-01-07,超强降温神器,11000008,今日头条-哇棒,信息流,523,26.96%,8.03%
2021-01-07,超强降温神器,11000033,今日头条-鲲鹏,信息流,18,50.00%,0.00%
2021-01-07,超强降温神器,11000011,今日头条-维度,信息流,61,29.51%,14.75%
2021-01-07,超强降温大师,all,None,None,90,57.78%,0.00%
2021-01-07,超强降温大师,10000009,oppo,厂商商店,37,54.05%,0.00%
2021-01-07,超强降温大师,10000012,魅族商店,厂商商店,42,61.90%,0.00%
2021-01-07,每天清理极速版,13000005,魅族商店,厂商商店,237,32.07%,9.70%
2021-01-07,每天清理极速版,13000014,今日头条-鲲鹏,信息流,6,None,None
2021-01-07,每天清理极速版,13000015,今日头条-鲲鹏,信息流,5856,33.97%,9.82%
2021-01-07,每天清理极速版,all,None,None,8908,33.40%,9.71%
2021-01-07,每天清理极速版,13000019,魅族-星火,信息流,1839,31.87%,8.05%
2021-01-07,每天清理极速版,13000000,华为,厂商商店,662,29.00%,13.44%
2021-01-07,每天清理极速版,13000001,小米商店,厂商商店,308,42.21%,8.77%
2021-01-07,每天清理,60000011,今日头条-优联达,信息流,3,None,None
2021-01-07,每天清理,60000027,内推测试,内推,29,34.48%,0.00%
2021-01-07,每天清理,60000028,内推测试,内推,50,42.00%,0.00%
2021-01-07,每天清理,all,None,None,129,43.41%,0.00%
2021-01-07,每天清理,60000069,今日头条-利欧,信息流,2,100.00%,0.00%
2021-01-07,每天清理,60000000,腾讯应用宝,厂商商店,1,100.00%,0.00%
2021-01-07,每天清理,60000079,魅族商店,厂商商店,2,50.00%,0.00%
2021-01-07,每天清理,60000002,oppo,厂商商店,42,50.00%,0.00%
2021-01-07,极速降温大师,80039,今日头条-辉煌明天,信息流,2,None,None
2021-01-07,极速降温大师,80000,oppo,厂商商店,1,None,None
2021-01-07,极速降温大师,80045,今日头条-鲲鹏,信息流,2,None,None
2021-01-07,极速降温大师,80002,华为,厂商商店,40,47.50%,0.00%
2021-01-07,极速降温大师,80006,头条-傲屹,信息流,1,None,None
2021-01-07,极速降温大师,80007,头条-傲屹,信息流,1,None,None
2021-01-07,极速降温大师,80035,今日头条-辉煌明天,信息流,1,None,None
2021-01-07,极速降温大师,all,None,None,48,39.58%,0.00%
2021-01-07,暖阳天气,200561,None,None,3,66.67%,0.00%
2021-01-07,暖阳天气,all,None,None,31,16.13%,0.00%
2021-01-07,暖阳天气,14000001,小米商店,厂商商店,1,0.00%,0.00%
2021-01-07,暖阳天气,14000002,oppo,厂商商店,6,33.33%,0.00%
2021-01-07,暖阳天气,14000003,vivo商店,厂商商店,15,None,None
2021-01-07,暖阳天气,14000004,魅族商店,厂商商店,6,16.67%,0.00%
2021-01-07,手机加速精灵,12000021,今日头条-鲲鹏,信息流,6,None,None
2021-01-07,手机加速精灵,all,None,None,4468,28.67%,7.23%
2021-01-07,手机加速精灵,12000002,oppo,厂商商店,34,29.41%,0.00%
2021-01-07,手机加速精灵,12000005,魅族商店,厂商商店,428,39.72%,9.11%
2021-01-07,手机加速精灵,12000007,魅族-星火,信息流,3996,27.45%,7.03%
2021-01-07,急速安全大师,all,None,None,3547,29.74%,6.71%
2021-01-07,急速安全大师,90016,魅族商店,厂商商店,223,35.43%,6.73%
2021-01-07,急速安全大师,90027,魅族-星火,信息流,2059,29.67%,6.31%
2021-01-07,急速安全大师,90033,今日头条-鲲鹏,信息流,1257,28.72%,7.40%
2021-01-07,垃圾清理大师,300363,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-07,垃圾清理大师,300077,应用宝-垃圾清理,三方市场,70,31.43%,14.29%
2021-01-07,垃圾清理大师,300000,华为-垃圾清理,厂商商店免费,92,41.30%,15.22%
