日期,产品,渠道号,渠道名称,渠道商店,新增,1日留存,7日留存
2021-01-10,降温精灵,700633,小米-微创,信息流,1,None,None
2021-01-10,降温精灵,100000,None,None,1,100.00%,0.00%
2021-01-10,降温精灵,700479,广点通—贝壳,信息流,1,None,None
2021-01-10,降温精灵,700601,今日头条-优联达,信息流,2,None,None
2021-01-10,降温精灵,700206,广点通-辉煌明天,信息流,1,None,None
2021-01-10,降温精灵,700008,魅族-降温精灵,厂商商店免费,229,44.98%,0.00%
2021-01-10,降温精灵,700499,今日头条-舜风,信息流,4,75.00%,0.00%
2021-01-10,降温精灵,700000,应用宝-降温精灵,三方市场,60,43.33%,0.00%
2021-01-10,降温精灵,700482,广点通—贝壳,信息流,1,None,None
2021-01-10,降温精灵,700611,内推,内推,1,100.00%,0.00%
2021-01-10,降温精灵,700207,广点通-辉煌明天,信息流,1,100.00%,0.00%
2021-01-10,降温精灵,700039,今日头条-辉煌明天,信息流,1,None,None
2021-01-10,降温精灵,700534,魅族-星火,信息流,9,22.22%,0.00%
2021-01-10,降温精灵,700002,小米-降温精灵,厂商商店免费,69,57.97%,0.00%
2021-01-10,降温精灵,700489,优优互联,信息流,9,33.33%,0.00%
2021-01-10,降温精灵,700618,小米-微创,信息流,1,None,None
2021-01-10,降温精灵,700244,今日头条-优联达,信息流,5,80.00%,0.00%
2021-01-10,降温精灵,700043,今日头条-云锐,信息流,2,None,None
2021-01-10,降温精灵,700567,橙芯科技,联盟,9,33.33%,0.00%
2021-01-10,降温精灵,700003,华为-降温精灵,厂商商店免费,84,55.95%,0.00%
2021-01-10,降温精灵,700490,优优互联,信息流,3,33.33%,0.00%
2021-01-10,降温精灵,700619,小米-微创,信息流,6,16.67%,0.00%
2021-01-10,降温精灵,700273,今日头条-优联达,信息流,6,None,None
2021-01-10,降温神器,50000013,今日头条-鲲鹏,信息流,2,50.00%,0.00%
2021-01-10,降温神器,50000002,小米商店,厂商商店,25,40.00%,0.00%
2021-01-10,降温神器,50000112,魅族-星火,信息流,1,100.00%,0.00%
2021-01-10,降温神器,50000068,cm内推马甲包,内推,1,0.00%,0.00%
2021-01-10,降温神器,50000015,广点通-优联达,信息流,7,14.29%,0.00%
2021-01-10,降温神器,50000003,oppo,厂商商店,255,56.86%,0.00%
2021-01-10,降温神器,50000074,内推测试,内推,4,50.00%,0.00%
2021-01-10,降温神器,50000018,今日头条-天拓,信息流,1,None,None
2021-01-10,降温神器,50000005,魅族商店,厂商商店,53,43.40%,0.00%
2021-01-10,降温神器,50000075,内推测试,内推,24,50.00%,0.00%
2021-01-10,降温神器,50000022,广点通-优联达,信息流,2,50.00%,0.00%
2021-01-10,降温神器,50000007,头条-傲屹,信息流,5,40.00%,0.00%
2021-01-10,降温神器,all,None,None,454,51.32%,0.00%
2021-01-10,降温神器,50000089,今日头条-鲲鹏,信息流,3,33.33%,0.00%
2021-01-10,降温神器,50000038,魅族-优优互联,信息流,1,100.00%,0.00%
2021-01-10,降温神器,50000008,头条-傲屹,信息流,1,100.00%,0.00%
2021-01-10,降温神器,50000000,腾讯应用宝,厂商商店,19,63.16%,0.00%
2021-01-10,降温神器,50000095,魅族-优优互联,信息流,1,None,None
2021-01-10,降温神器,50000067,cm内推马甲包,内推,49,40.82%,0.00%
2021-01-10,超强降温神器,11000015,今日头条-鲲鹏,信息流,308,39.94%,0.00%
2021-01-10,超强降温神器,11000002,oppo,厂商商店,10021,55.05%,0.00%
2021-01-10,超强降温神器,11000016,今日头条-鲲鹏,信息流,316,38.29%,0.00%
2021-01-10,超强降温神器,11000005,魅族商店,厂商商店,632,38.13%,0.00%
2021-01-10,超强降温神器,11000033,今日头条-鲲鹏,信息流,7,None,None
2021-01-10,超强降温神器,11000008,今日头条-哇棒,信息流,645,29.61%,0.00%
2021-01-10,超强降温神器,11000039,今日头条-总包,信息流,450,5.78%,0.00%
2021-01-10,超强降温神器,11000011,今日头条-维度,信息流,106,16.04%,0.00%
2021-01-10,超强降温神器,11000013,魅族-星火,信息流,1850,25.19%,0.00%
2021-01-10,超强降温神器,all,None,None,14349,46.77%,0.00%
2021-01-10,超强降温大师,all,None,None,112,47.32%,0.00%
2021-01-10,超强降温大师,10000009,oppo,厂商商店,54,61.11%,0.00%
2021-01-10,超强降温大师,10000012,魅族商店,厂商商店,44,36.36%,0.00%
2021-01-10,每天清理极速版,13000005,魅族商店,厂商商店,244,29.10%,0.00%
2021-01-10,每天清理极速版,13000015,今日头条-鲲鹏,信息流,4718,35.42%,0.00%
2021-01-10,每天清理极速版,13000019,魅族-星火,信息流,1769,29.73%,0.00%
2021-01-10,每天清理极速版,all,None,None,7494,33.48%,0.00%
2021-01-10,每天清理极速版,13000000,华为,厂商商店,520,29.62%,0.00%
2021-01-10,每天清理极速版,13000001,小米商店,厂商商店,240,35.42%,0.00%
2021-01-10,每天清理,60000028,内推测试,内推,45,28.89%,0.00%
2021-01-10,每天清理,60000002,oppo,厂商商店,41,58.54%,0.00%
2021-01-10,每天清理,60000031,今日头条-辉煌明天,信息流,1,None,None
2021-01-10,每天清理,60000011,今日头条-优联达,信息流,1,None,None
2021-01-10,每天清理,60000034,今日头条-鲲鹏,信息流,1,100.00%,0.00%
2021-01-10,每天清理,60000020,头条-傲屹,信息流,1,None,None
2021-01-10,每天清理,60000079,魅族商店,厂商商店,6,16.67%,0.00%
2021-01-10,每天清理,60000022,头条-傲屹,信息流,1,None,None
2021-01-10,每天清理,all,None,None,131,37.40%,0.00%
2021-01-10,每天清理,60000027,内推测试,内推,33,30.30%,0.00%
2021-01-10,每天清理,60000000,腾讯应用宝,厂商商店,1,None,None
2021-01-10,极速降温大师,80006,头条-傲屹,信息流,1,None,None
2021-01-10,极速降温大师,80009,头条-傲屹,信息流,3,33.33%,0.00%
2021-01-10,极速降温大师,all,None,None,35,34.29%,0.00%
2021-01-10,极速降温大师,80011,今日头条-优联达,信息流,1,None,None
2021-01-10,极速降温大师,60000026,None,None,1,100.00%,0.00%
2021-01-10,极速降温大师,80045,今日头条-鲲鹏,信息流,1,None,None
2021-01-10,极速降温大师,80000,oppo,厂商商店,5,20.00%,0.00%
2021-01-10,极速降温大师,80002,华为,厂商商店,23,39.13%,0.00%
2021-01-10,暖阳天气,14000004,魅族商店,厂商商店,1,100.00%,0.00%
2021-01-10,暖阳天气,all,None,None,14,57.14%,0.00%
2021-01-10,暖阳天气,14000002,oppo,厂商商店,12,50.00%,0.00%
2021-01-10,暖阳天气,14000003,vivo商店,厂商商店,1,100.00%,0.00%
2021-01-10,手机加速精灵,12000021,今日头条-鲲鹏,信息流,8,None,None
2021-01-10,手机加速精灵,all,None,None,3845,28.04%,0.00%
2021-01-10,手机加速精灵,12000002,oppo,厂商商店,31,32.26%,0.00%
2021-01-10,手机加速精灵,12000005,魅族商店,厂商商店,438,35.84%,0.00%
2021-01-10,手机加速精灵,12000007,魅族-星火,信息流,3361,26.93%,0.00%
2021-01-10,急速安全大师,all,None,None,3358,29.01%,0.00%
2021-01-10,急速安全大师,90016,魅族商店,厂商商店,212,27.83%,0.00%
2021-01-10,急速安全大师,90027,魅族-星火,信息流,1861,29.93%,0.00%
2021-01-10,急速安全大师,90033,今日头条-鲲鹏,信息流,1278,27.93%,0.00%
2021-01-10,垃圾清理大师,300007,今日头条-辉煌明天,信息流,1,None,None
2021-01-10,垃圾清理大师,300466,魅族-星火,信息流,5,20.00%,0.00%
2021-01-10,垃圾清理大师,300216,广点通—贝壳,信息流,1,None,None
2021-01-10,垃圾清理大师,300011,今日头条-辉煌明天,信息流,1,100.00%,0.00%
2021-01-10,垃圾清理大师,300468,魅族-星火,信息流,2,None,None
2021-01-10,垃圾清理大师,300000,华为-垃圾清理,厂商商店免费,123,35.77%,0.00%
2021-01-10,垃圾清理大师,300363,广点通—贝壳,信息流,1,None,None
2021-01-10,垃圾清理大师,300020,今日头条-点思,信息流,1,None,None
2021-01-10,垃圾清理大师,300479,内推测试,内推,2,50.00%,0.00%
2021-01-10,垃圾清理大师,300001,小米-垃圾清理,厂商商店免费,2,None,None
2021-01-10,垃圾清理大师,300365,广点通—贝壳,信息流,1,None,None
2021-01-10,垃圾清理大师,300077,应用宝-垃圾清理,三方市场,78,41.03%,0.00%
2021-01-10,垃圾清理大师,300480,内推测试,内推,67,31.34%,0.00%
2021-01-10,垃圾清理大师,300002,oppo-垃圾清理,厂商商店免费,81,51.85%,0.00%
2021-01-10,垃圾清理大师,300373,橙芯科技,运营商,5,60.00%,0.00%
2021-01-10,垃圾清理大师,300210,广点通—贝壳,信息流,1,None,None
2021-01-10,垃圾清理大师,all,,None,379,39.05%,0.00%
2021-01-10,垃圾清理大师,300004,魅族-垃圾清理,厂商商店免费,3,66.67%,0.00%
2021-01-10,垃圾清理大师,300436,广点通—贝壳,信息流,3,33.33%,0.00%
2021-01-10,垃圾清理大师,300211,广点通—贝壳,信息流,1,None,None
2021-01-10,加速大师,40000,小米商店,厂商商店,3,33.33%,0.00%
2021-01-10,加速大师,40002,魅族商店,厂商商店,2,None,None
2021-01-10,加速大师,40019,今日头条-天拓,信息流,2,50.00%,0.00%
2021-01-10,加速大师,40027,今日头条-优联达,信息流,2,None,None
2021-01-10,加速大师,all,None,None,9,22.22%,0.00%
2021-01-10,全能清理助手,20009,今日头条-哇棒,信息流,137,10.95%,0.00%
2021-01-10,全能清理助手,20020,今日头条-鲲鹏,信息流,812,34.36%,0.00%
2021-01-10,全能清理助手,all,None,None,9345,42.90%,0.00%
2021-01-10,全能清理助手,20038,今日头条-总包,信息流,753,34.13%,0.00%
2021-01-10,全能清理助手,20002,oppo,厂商商店,4198,53.79%,0.00%
2021-01-10,全能清理助手,20005,魅族商店,厂商商店,761,41.39%,0.00%
2021-01-10,全能清理助手,20007,魅族-星火,信息流,2681,33.01%,0.00%
2021-01-11,降温精灵,700039,今日头条-辉煌明天,信息流,1,100.00%,0.00%
2021-01-11,降温精灵,700491,优优互联,信息流,3,33.33%,0.00%
2021-01-11,降温精灵,700003,华为-降温精灵,厂商商店免费,99,50.51%,0.00%
2021-01-11,降温精灵,700274,今日头条-优联达,信息流,1,None,None
2021-01-11,降温精灵,700238,今日头条-辉煌明天,信息流,1,None,None
2021-01-11,降温精灵,700619,小米-微创,信息流,6,50.00%,0.00%
2021-01-11,降温精灵,700043,今日头条-云锐,信息流,1,100.00%,0.00%
2021-01-11,降温精灵,700499,今日头条-舜风,信息流,3,33.33%,0.00%
2021-01-11,降温精灵,700004,oppo-降温精灵,厂商商店免费,267,60.30%,0.00%
2021-01-11,降温精灵,700446,广点通-微盟,信息流,1,None,None
2021-01-11,降温精灵,700241,今日头条-优联达,信息流,1,None,None
2021-01-11,降温精灵,700623,橙芯科技,联盟,1,None,None
2021-01-11,降温精灵,700082,广点通-西藏亦复,信息流,1,None,None
2021-01-11,降温精灵,700500,今日头条-舜风,信息流,1,None,None
2021-01-11,降温精灵,700005,vivo-降温精灵,厂商商店免费,88,51.14%,0.00%
2021-01-11,降温精灵,700479,广点通—贝壳,信息流,1,None,None
2021-01-11,降温精灵,all,None,None,788,49.87%,0.00%
2021-01-11,降温精灵,700244,今日头条-优联达,信息流,2,None,None
2021-01-11,降温精灵,700626,快手-天拓,信息流,1,None,None
2021-01-11,降温精灵,700203,广点通-辉煌明天,信息流,2,None,None
2021-01-11,降温精灵,700534,魅族-星火,信息流,8,25.00%,0.00%
2021-01-11,降温精灵,700006,百度-降温精灵,三方市场,2,None,None
2021-01-11,降温精灵,700489,优优互联,信息流,4,None,None
2021-01-11,降温精灵,700000,应用宝-降温精灵,三方市场,39,43.59%,0.00%
2021-01-11,降温精灵,700245,今日头条-优联达,信息流,1,None,None
2021-01-11,降温精灵,700628,快手-天拓,信息流,1,100.00%,0.00%
2021-01-11,降温精灵,700205,广点通-辉煌明天,信息流,1,None,None
2021-01-11,降温精灵,700567,橙芯科技,联盟,4,75.00%,0.00%
2021-01-11,降温精灵,700008,魅族-降温精灵,厂商商店免费,189,41.80%,0.00%
2021-01-11,降温精灵,700490,优优互联,信息流,2,None,None
2021-01-11,降温精灵,700002,小米-降温精灵,厂商商店免费,51,52.94%,0.00%
2021-01-11,降温精灵,700273,今日头条-优联达,信息流,2,None,None
2021-01-11,降温精灵,700648,小米-微创,信息流,1,None,None
2021-01-11,降温精灵,700207,广点通-辉煌明天,信息流,1,100.00%,0.00%
2021-01-11,降温精灵,700601,今日头条-优联达,信息流,1,None,None
2021-01-11,降温神器,50000005,魅族商店,厂商商店,43,37.21%,0.00%
2021-01-11,降温神器,50000075,内推测试,内推,22,31.82%,0.00%
2021-01-11,降温神器,50000015,广点通-优联达,信息流,13,15.38%,0.00%
2021-01-11,降温神器,50000007,头条-傲屹,信息流,10,70.00%,0.00%
2021-01-11,降温神器,all,None,None,424,53.30%,0.00%
2021-01-11,降温神器,50000089,今日头条-鲲鹏,信息流,2,50.00%,0.00%
2021-01-11,降温神器,50000024,今日头条-辉煌明天,信息流,1,None,None
2021-01-11,降温神器,50000008,头条-傲屹,信息流,2,50.00%,0.00%
2021-01-11,降温神器,50000000,腾讯应用宝,厂商商店,16,50.00%,0.00%
2021-01-11,降温神器,50000095,魅族-优优互联,信息流,1,None,None
2021-01-11,降温神器,50000038,魅族-优优互联,信息流,1,100.00%,0.00%
2021-01-11,降温神器,50000009,头条-傲屹,信息流,2,None,None
2021-01-11,降温神器,50000002,小米商店,厂商商店,33,51.52%,0.00%
2021-01-11,降温神器,50000096,魅族-优优互联,信息流,1,None,None
2021-01-11,降温神器,50000067,cm内推马甲包,内推,43,55.81%,0.00%
2021-01-11,降温神器,50000012,今日头条-鲲鹏,信息流,1,None,None
2021-01-11,降温神器,50000003,oppo,厂商商店,224,62.95%,0.00%
2021-01-11,降温神器,50000074,内推测试,内推,6,16.67%,0.00%
2021-01-11,降温神器,50000013,今日头条-鲲鹏,信息流,3,None,None
2021-01-11,超强降温神器,11000002,oppo,厂商商店,7684,55.21%,0.00%
2021-01-11,超强降温神器,11000016,今日头条-鲲鹏,信息流,184,37.50%,0.00%
2021-01-11,超强降温神器,11000005,魅族商店,厂商商店,615,38.54%,0.00%
2021-01-11,超强降温神器,11000033,今日头条-鲲鹏,信息流,8,None,None
2021-01-11,超强降温神器,11000008,今日头条-哇棒,信息流,279,24.73%,0.00%
2021-01-11,超强降温神器,11000039,今日头条-总包,信息流,100,14.00%,0.00%
2021-01-11,超强降温神器,11000011,今日头条-维度,信息流,132,44.70%,0.00%
2021-01-11,超强降温神器,11000013,魅族-星火,信息流,1231,24.05%,0.00%
2021-01-11,超强降温神器,all,None,None,10484,48.49%,0.00%
2021-01-11,超强降温神器,11000015,今日头条-鲲鹏,信息流,235,38.72%,0.00%
2021-01-11,超强降温大师,all,None,None,92,53.26%,0.00%
2021-01-11,超强降温大师,10000009,oppo,厂商商店,36,63.89%,0.00%
2021-01-11,超强降温大师,10000012,魅族商店,厂商商店,42,50.00%,0.00%
2021-01-11,超强降温大师,10000026,魅族-星火,信息流,6,None,None
2021-01-11,每天清理极速版,13000005,魅族商店,厂商商店,288,42.01%,0.00%
2021-01-11,每天清理极速版,13000015,今日头条-鲲鹏,信息流,4064,38.68%,0.00%
2021-01-11,每天清理极速版,13000019,魅族-星火,信息流,1668,27.76%,0.00%
2021-01-11,每天清理极速版,all,None,None,6784,37.32%,0.00%
2021-01-11,每天清理极速版,13000020,今日头条-总包,信息流,86,44.19%,0.00%
2021-01-11,每天清理极速版,13000000,华为,厂商商店,507,53.25%,0.00%
2021-01-11,每天清理极速版,13000001,小米商店,厂商商店,165,41.21%,0.00%
2021-01-11,每天清理,60000034,今日头条-鲲鹏,信息流,1,None,None
2021-01-11,每天清理,60000007,今日头条-天拓,信息流,1,None,None
2021-01-11,每天清理,60000035,今日头条-鲲鹏,信息流,1,None,None
2021-01-11,每天清理,60000011,今日头条-优联达,信息流,2,None,None
2021-01-11,每天清理,60000043,广点通-优联达,信息流,1,None,None
2021-01-11,每天清理,60000021,头条-傲屹,信息流,3,None,None
2021-01-11,每天清理,60000044,今日头条-为盟,信息流,1,None,None
2021-01-11,每天清理,60000027,内推测试,内推,26,46.15%,0.00%
2021-01-11,每天清理,all,None,None,125,40.80%,0.00%
2021-01-11,每天清理,60000079,魅族商店,厂商商店,1,None,None
2021-01-11,每天清理,60000028,内推测试,内推,44,43.18%,0.00%
2021-01-11,每天清理,60000002,oppo,厂商商店,44,45.45%,0.00%
2021-01-11,极速降温大师,80041,今日头条-鲲鹏,信息流,1,None,None
2021-01-11,极速降温大师,80002,华为,厂商商店,20,55.00%,0.00%
2021-01-11,极速降温大师,80044,今日头条-鲲鹏,信息流,2,50.00%,0.00%
2021-01-11,极速降温大师,80006,头条-傲屹,信息流,2,50.00%,0.00%
2021-01-11,极速降温大师,80045,今日头条-鲲鹏,信息流,2,100.00%,0.00%
2021-01-11,极速降温大师,80007,头条-傲屹,信息流,2,100.00%,0.00%
2021-01-11,极速降温大师,80009,头条-傲屹,信息流,1,None,None
2021-01-11,极速降温大师,all,None,None,33,57.58%,0.00%
2021-01-11,极速降温大师,80028,头条-傲屹,信息流,1,100.00%,0.00%
2021-01-11,极速降温大师,80000,oppo,厂商商店,2,50.00%,0.00%
2021-01-11,暖阳天气,all,None,None,13,61.54%,0.00%
2021-01-11,暖阳天气,14000001,小米商店,厂商商店,1,None,None
2021-01-11,暖阳天气,14000002,oppo,厂商商店,10,70.00%,0.00%
2021-01-11,暖阳天气,14000004,魅族商店,厂商商店,1,100.00%,0.00%
2021-01-11,暖阳天气,14000010,今日头条-鲲鹏,信息流,1,None,None
2021-01-11,手机加速精灵,12000021,今日头条-鲲鹏,信息流,6,None,None
2021-01-11,手机加速精灵,all,None,None,3847,30.36%,0.00%
2021-01-11,手机加速精灵,12000002,oppo,厂商商店,26,50.00%,0.00%
2021-01-11,手机加速精灵,12000005,魅族商店,厂商商店,349,42.69%,0.00%
2021-01-11,手机加速精灵,12000007,魅族-星火,信息流,3462,28.91%,0.00%
2021-01-11,急速安全大师,all,None,None,3160,33.29%,0.00%
2021-01-11,急速安全大师,90016,魅族商店,厂商商店,172,34.30%,0.00%
2021-01-11,急速安全大师,90027,魅族-星火,信息流,1797,33.06%,0.00%
2021-01-11,急速安全大师,90033,今日头条-鲲鹏,信息流,1183,33.39%,0.00%
2021-01-11,垃圾清理大师,300000,华为-垃圾清理,厂商商店免费,84,39.29%,0.00%
2021-01-11,垃圾清理大师,300453,优优互联,信息流,1,None,None
2021-01-11,垃圾清理大师,300210,广点通—贝壳,信息流,2,50.00%,0.00%
2021-01-11,垃圾清理大师,300001,小米-垃圾清理,厂商商店免费,7,28.57%,0.00%
2021-01-11,垃圾清理大师,300455,优优互联,信息流,1,None,None
2021-01-11,垃圾清理大师,300217,广点通—贝壳,信息流,3,33.33%,0.00%
2021-01-11,垃圾清理大师,300002,oppo-垃圾清理,厂商商店免费,46,50.00%,0.00%
2021-01-11,垃圾清理大师,300466,魅族-星火,信息流,6,50.00%,0.00%
2021-01-11,垃圾清理大师,300218,广点通—贝壳,信息流,1,None,None
2021-01-11,垃圾清理大师,300004,魅族-垃圾清理,厂商商店免费,4,25.00%,0.00%
2021-01-11,垃圾清理大师,300480,内推测试,内推,64,54.69%,0.00%
2021-01-11,垃圾清理大师,300373,橙芯科技,运营商,7,None,None
2021-01-11,垃圾清理大师,300077,应用宝-垃圾清理,三方市场,59,38.98%,0.00%
2021-01-11,垃圾清理大师,all,,None,287,43.21%,0.00%
2021-01-11,垃圾清理大师,300436,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-11,垃圾清理大师,300206,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-11,加速大师,40002,魅族商店,厂商商店,1,None,None
2021-01-11,加速大师,40027,今日头条-优联达,信息流,1,None,None
2021-01-11,加速大师,40028,今日头条-优联达,信息流,1,None,None
2021-01-11,加速大师,40029,今日头条-优联达,信息流,1,None,None
2021-01-11,加速大师,all,None,None,8,None,None
2021-01-11,加速大师,40000,小米商店,厂商商店,4,None,None
2021-01-11,全能清理助手,20007,魅族-星火,信息流,2332,32.89%,0.00%
2021-01-11,全能清理助手,20009,今日头条-哇棒,信息流,569,4.75%,0.00%
2021-01-11,全能清理助手,20020,今日头条-鲲鹏,信息流,478,33.05%,0.00%
2021-01-11,全能清理助手,all,None,None,8635,41.92%,0.00%
2021-01-11,全能清理助手,20038,今日头条-总包,信息流,893,39.31%,0.00%
2021-01-11,全能清理助手,20002,oppo,厂商商店,3747,54.82%,0.00%
2021-01-11,全能清理助手,20005,魅族商店,厂商商店,606,42.74%,0.00%
2021-01-12,降温精灵,700491,优优互联,信息流,2,None,None
2021-01-12,降温精灵,700005,vivo-降温精灵,厂商商店免费,73,50.68%,0.00%
2021-01-12,降温精灵,all,None,None,832,50.48%,0.00%
2021-01-12,降温精灵,700274,今日头条-优联达,信息流,1,None,None
2021-01-12,降温精灵,700601,今日头条-优联达,信息流,1,None,None
2021-01-12,降温精灵,700206,广点通-辉煌明天,信息流,2,100.00%,0.00%
2021-01-12,降温精灵,700493,今日头条-舜风,信息流,2,None,None
2021-01-12,降温精灵,700006,百度-降温精灵,三方市场,2,100.00%,0.00%
2021-01-12,降温精灵,700000,应用宝-降温精灵,三方市场,51,37.25%,0.00%
2021-01-12,降温精灵,700341,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-12,降温精灵,700619,小米-微创,信息流,5,40.00%,0.00%
2021-01-12,降温精灵,700232,今日头条-辉煌明天,信息流,1,None,None
2021-01-12,降温精灵,700499,今日头条-舜风,信息流,6,66.67%,0.00%
2021-01-12,降温精灵,700008,魅族-降温精灵,厂商商店免费,191,47.64%,0.00%
2021-01-12,降温精灵,700002,小米-降温精灵,厂商商店免费,71,52.11%,0.00%
2021-01-12,降温精灵,700342,广点通—贝壳,信息流,1,None,None
2021-01-12,降温精灵,700633,小米-微创,信息流,1,None,None
2021-01-12,降温精灵,700244,今日头条-优联达,信息流,2,50.00%,0.00%
2021-01-12,降温精灵,700523,魅族-星火,信息流,1,None,None
2021-01-12,降温精灵,700039,今日头条-辉煌明天,信息流,1,None,None
2021-01-12,降温精灵,700003,华为-降温精灵,厂商商店免费,90,46.67%,0.00%
2021-01-12,降温精灵,700482,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-12,降温精灵,700647,小米-微创,信息流,1,None,None
2021-01-12,降温精灵,700245,今日头条-优联达,信息流,2,100.00%,0.00%
2021-01-12,降温精灵,700534,魅族-星火,信息流,15,20.00%,0.00%
2021-01-12,降温精灵,700080,广点通-西藏亦复,信息流,1,100.00%,0.00%
2021-01-12,降温精灵,700004,oppo-降温精灵,厂商商店免费,291,57.04%,0.00%
2021-01-12,降温精灵,700489,优优互联,信息流,2,50.00%,0.00%
2021-01-12,降温精灵,700273,今日头条-优联达,信息流,4,50.00%,0.00%
2021-01-12,降温精灵,700567,橙芯科技,联盟,9,55.56%,0.00%
2021-01-12,降温精灵,700205,广点通-辉煌明天,信息流,1,100.00%,0.00%
2021-01-12,降温神器,50000106,今日头条-为盟,信息流,1,None,None
2021-01-12,降温神器,50000000,腾讯应用宝,厂商商店,17,41.18%,0.00%
2021-01-12,降温神器,50000074,内推测试,内推,7,42.86%,0.00%
2021-01-12,降温神器,50000013,今日头条-鲲鹏,信息流,1,100.00%,0.00%
2021-01-12,降温神器,50000002,小米商店,厂商商店,28,42.86%,0.00%
2021-01-12,降温神器,50000075,内推测试,内推,24,41.67%,0.00%
2021-01-12,降温神器,50000015,广点通-优联达,信息流,8,12.50%,0.00%
2021-01-12,降温神器,50000003,oppo,厂商商店,222,54.95%,0.00%
2021-01-12,降温神器,50000089,今日头条-鲲鹏,信息流,1,None,None
2021-01-12,降温神器,50000018,今日头条-天拓,信息流,3,None,None
2021-01-12,降温神器,50000005,魅族商店,厂商商店,38,47.37%,0.00%
2021-01-12,降温神器,50000090,今日头条-鲲鹏,信息流,1,None,None
2021-01-12,降温神器,50000048,今日头条-天拓,信息流,1,None,None
2021-01-12,降温神器,50000007,头条-傲屹,信息流,15,46.67%,0.00%
2021-01-12,降温神器,50000091,今日头条-鲲鹏,信息流,1,None,None
2021-01-12,降温神器,all,None,None,419,50.12%,0.00%
2021-01-12,降温神器,50000067,cm内推马甲包,内推,50,58.00%,0.00%
2021-01-12,降温神器,50000009,头条-傲屹,信息流,1,None,None
2021-01-12,超强降温神器,11000015,今日头条-鲲鹏,信息流,208,37.02%,0.00%
2021-01-12,超强降温神器,11000005,魅族商店,厂商商店,594,44.28%,0.00%
2021-01-12,超强降温神器,11000016,今日头条-鲲鹏,信息流,212,40.57%,0.00%
2021-01-12,超强降温神器,11000008,今日头条-哇棒,信息流,353,30.31%,0.00%
2021-01-12,超强降温神器,11000033,今日头条-鲲鹏,信息流,9,66.67%,0.00%
2021-01-12,超强降温神器,11000011,今日头条-维度,信息流,205,28.78%,0.00%
2021-01-12,超强降温神器,11000039,今日头条-总包,信息流,68,11.76%,0.00%
2021-01-12,超强降温神器,11000013,魅族-星火,信息流,953,29.59%,0.00%
